"";"genes";"ensembl";"symbol"
"34375";"ENSG00000237705";"ENSG00000237705";"ENSG00000237705"
"34376";"ENSG00000237706";"ENSG00000237706";"TRIM51EP"
"34377";"ENSG00000237707";"ENSG00000237707";"ENSG00000237707"
"34378";"ENSG00000237708";"ENSG00000237708";"SPIN2P1"
"34379";"ENSG00000237709";"ENSG00000237709";"EEF1A1P28"
"34380";"ENSG00000237711";"ENSG00000237711";"MTCO3P11"
"34381";"ENSG00000237713";"ENSG00000237713";"ENSG00000237713"
"34382";"ENSG00000237714";"ENSG00000237714";"P4HA2-AS1"
"34383";"ENSG00000237716";"ENSG00000237716";"ENSG00000237716"
"34384";"ENSG00000237717";"ENSG00000237717";"ENSG00000237717"
"34385";"ENSG00000237718";"ENSG00000237718";"ENSG00000237718"
"34386";"ENSG00000237719";"ENSG00000237719";"ENSG00000237719"
"34387";"ENSG00000237720";"ENSG00000237720";"ENSG00000237720"
"34388";"ENSG00000237722";"ENSG00000237722";"MTND1P29"
"34389";"ENSG00000237728";"ENSG00000237728";"CAMTA1-AS2"
"34390";"ENSG00000237729";"ENSG00000237729";"ENSG00000237729"
"34391";"ENSG00000237730";"ENSG00000237730";"RPS5P8"
"34392";"ENSG00000237731";"ENSG00000237731";"RNGTTP1"
"34393";"ENSG00000237732";"ENSG00000237732";"CT75"
"34394";"ENSG00000237734";"ENSG00000237734";"ENSG00000237734"
"34395";"ENSG00000237735";"ENSG00000237735";"ENSG00000237735"
"34396";"ENSG00000237737";"ENSG00000237737";"DCTN1-AS1"
"34397";"ENSG00000237738";"ENSG00000237738";"RNF216-IT1"
"34398";"ENSG00000237740";"ENSG00000237740";"NPAP1P3"
"34399";"ENSG00000237741";"ENSG00000237741";"ENSG00000237741"
"34400";"ENSG00000237742";"ENSG00000237742";"ENSG00000237742"
"34401";"ENSG00000237743";"ENSG00000237743";"FBP2P1"
"34402";"ENSG00000237745";"ENSG00000237745";"RPL22P8"
"34403";"ENSG00000237746";"ENSG00000237746";"ZNF101P1"
"34404";"ENSG00000237747";"ENSG00000237747";"ENSG00000237747"
"34405";"ENSG00000237748";"ENSG00000237748";"UQCRBP1"
"34406";"ENSG00000237749";"ENSG00000237749";"ENSG00000237749"
"34407";"ENSG00000237750";"ENSG00000237750";"KCNH7-AS1"
"34408";"ENSG00000237751";"ENSG00000237751";"LINC01143"
"34409";"ENSG00000237752";"ENSG00000237752";"NCKAP1P1"
"34410";"ENSG00000237753";"ENSG00000237753";"ENSG00000237753"
"34411";"ENSG00000237754";"ENSG00000237754";"ENSG00000237754"
"34412";"ENSG00000237756";"ENSG00000237756";"ENSG00000237756"
"34413";"ENSG00000237757";"ENSG00000237757";"EEF1A1P30"
"34414";"ENSG00000237758";"ENSG00000237758";"BANF1P3"
"34415";"ENSG00000237759";"ENSG00000237759";"ENSG00000237759"
"34416";"ENSG00000237760";"ENSG00000237760";"ENSG00000237760"
"34417";"ENSG00000237761";"ENSG00000237761";"ENSG00000237761"
"34418";"ENSG00000237763";"ENSG00000237763";"AMY1A"
"34419";"ENSG00000237765";"ENSG00000237765";"FAM200B"
"34420";"ENSG00000237766";"ENSG00000237766";"GGTA2P"
"34421";"ENSG00000237767";"ENSG00000237767";"LINC01370"
"34422";"ENSG00000237768";"ENSG00000237768";"ENSG00000237768"
"34423";"ENSG00000237770";"ENSG00000237770";"SPATA31D2P"
"34424";"ENSG00000237772";"ENSG00000237772";"LINC02631"
"34425";"ENSG00000237773";"ENSG00000237773";"ENSG00000237773"
"34426";"ENSG00000237774";"ENSG00000237774";"ENSG00000237774"
"34427";"ENSG00000237775";"ENSG00000237775";"DDR1-DT"
"34428";"ENSG00000237781";"ENSG00000237781";"ADAMTSL4-AS2"
"34429";"ENSG00000237782";"ENSG00000237782";"PLLPP1"
"34430";"ENSG00000237783";"ENSG00000237783";"ENSG00000237783"
"34431";"ENSG00000237784";"ENSG00000237784";"RPS20P12"
"34432";"ENSG00000237786";"ENSG00000237786";"GFOD1-AS1"
"34433";"ENSG00000237787";"ENSG00000237787";"LINC02877"
"34434";"ENSG00000237788";"ENSG00000237788";"ENSG00000237788"
"34435";"ENSG00000237790";"ENSG00000237790";"LINC01318"
"34436";"ENSG00000237793";"ENSG00000237793";"RPL18AP16"
"34437";"ENSG00000237797";"ENSG00000237797";"MACORIS"
"34438";"ENSG00000237798";"ENSG00000237798";"ENSG00000237798"
"34439";"ENSG00000237799";"ENSG00000237799";"CICP11"
"34440";"ENSG00000237801";"ENSG00000237801";"AMD1P2"
"34441";"ENSG00000237802";"ENSG00000237802";"FAM197Y6"
"34442";"ENSG00000237803";"ENSG00000237803";"LINC00211"
"34443";"ENSG00000237804";"ENSG00000237804";"HNRNPA1P39"
"34444";"ENSG00000237806";"ENSG00000237806";"FAUP2"
"34445";"ENSG00000237807";"ENSG00000237807";"ENSG00000237807"
"34446";"ENSG00000237810";"ENSG00000237810";"ENSG00000237810"
"34447";"ENSG00000237813";"ENSG00000237813";"ENSG00000237813"
"34448";"ENSG00000237816";"ENSG00000237816";"RPL21P109"
"34449";"ENSG00000237818";"ENSG00000237818";"RPS3AP29"
"34450";"ENSG00000237819";"ENSG00000237819";"CDK6-AS1"
"34451";"ENSG00000237821";"ENSG00000237821";"ST13P7"
"34452";"ENSG00000237823";"ENSG00000237823";"CDY19P"
"34453";"ENSG00000237824";"ENSG00000237824";"RPL23AP33"
"34454";"ENSG00000237827";"ENSG00000237827";"RPS15AP29"
"34455";"ENSG00000237828";"ENSG00000237828";"PA2G4P1"
"34456";"ENSG00000237832";"ENSG00000237832";"ENSG00000237832"
"34457";"ENSG00000237833";"ENSG00000237833";"ETS2P1"
"34458";"ENSG00000237835";"ENSG00000237835";"ENSG00000237835"
"34459";"ENSG00000237836";"ENSG00000237836";"PHKA2-AS1"
"34460";"ENSG00000237837";"ENSG00000237837";"ENSG00000237837"
"34461";"ENSG00000237838";NA;"ENSG00000237838"
"34462";"ENSG00000237840";"ENSG00000237840";"FAM21FP"
"34463";"ENSG00000237841";"ENSG00000237841";"KRTAP19-9P"
"34464";"ENSG00000237842";"ENSG00000237842";"SMU1P1"
"34465";"ENSG00000237843";"ENSG00000237843";"ENSG00000237843"
"34466";"ENSG00000237844";"ENSG00000237844";"ENSG00000237844"
"34467";"ENSG00000237845";"ENSG00000237845";"ENSG00000237845"
"34468";"ENSG00000237846";"ENSG00000237846";"ENSG00000237846"
"34469";"ENSG00000237848";"ENSG00000237848";"ENSG00000237848"
"34470";"ENSG00000237849";"ENSG00000237849";"NFYAP1"
"34471";"ENSG00000237850";"ENSG00000237850";"ENSG00000237850"
"34472";"ENSG00000237851";"ENSG00000237851";"ENSG00000237851"
"34473";"ENSG00000237852";"ENSG00000237852";"ENSG00000237852"
"34474";"ENSG00000237853";"ENSG00000237853";"NFIA-AS1"
"34475";"ENSG00000237854";"ENSG00000237854";"LINC00674"
"34476";"ENSG00000237856";"ENSG00000237856";"ENSG00000237856"
"34477";"ENSG00000237859";"ENSG00000237859";"EEF1A1P31"
"34478";"ENSG00000237860";"ENSG00000237860";"SLC6A14P2"
"34479";"ENSG00000237861";"ENSG00000237861";"ENSG00000237861"
"34480";"ENSG00000237862";"ENSG00000237862";"ENSG00000237862"
"34481";"ENSG00000237863";"ENSG00000237863";"ENSG00000237863"
"34482";"ENSG00000237864";"ENSG00000237864";"LINC00322"
"34483";"ENSG00000237868";"ENSG00000237868";"ENSG00000237868"
"34484";"ENSG00000237870";"ENSG00000237870";"ENSG00000237870"
"34485";"ENSG00000237872";"ENSG00000237872";"POU5F1P4"
"34486";"ENSG00000237873";"ENSG00000237873";"DLGAP5P2"
"34487";"ENSG00000237874";"ENSG00000237874";"ENSG00000237874"
"34488";"ENSG00000237875";"ENSG00000237875";"ENSG00000237875"
"34489";"ENSG00000237876";"ENSG00000237876";"AKR1B1P4"
"34490";"ENSG00000237877";"ENSG00000237877";"LINC01473"
"34491";"ENSG00000237879";"ENSG00000237879";"LINC00398"
"34492";"ENSG00000237880";"ENSG00000237880";"LINC01885"
"34493";"ENSG00000237882";"ENSG00000237882";"PPIAP13"
"34494";"ENSG00000237883";"ENSG00000237883";"DGUOK-AS1"
"34495";"ENSG00000237885";"ENSG00000237885";"ENSG00000237885"
"34496";"ENSG00000237886";"ENSG00000237886";"NALT1"
"34497";"ENSG00000237887";"ENSG00000237887";"RPL23AP32"
"34498";"ENSG00000237888";"ENSG00000237888";"ENSG00000237888"
"34499";"ENSG00000237891";"ENSG00000237891";"UBE2V1P16"
"34500";"ENSG00000237892";"ENSG00000237892";"KLF7-IT1"
"34501";"ENSG00000237896";"ENSG00000237896";"ENSG00000237896"
"34502";"ENSG00000237897";"ENSG00000237897";"ENSG00000237897"
"34503";"ENSG00000237899";"ENSG00000237899";"ENSG00000237899"
"34504";"ENSG00000237901";"ENSG00000237901";"ENSG00000237901"
"34505";"ENSG00000237902";"ENSG00000237902";"TSPY21P"
"34506";"ENSG00000237903";"ENSG00000237903";"ENSG00000237903"
"34507";"ENSG00000237904";"ENSG00000237904";"ENSG00000237904"
"34508";"ENSG00000237906";"ENSG00000237906";"MUPP"
"34509";"ENSG00000237910";"ENSG00000237910";"MTCO1P18"
"34510";"ENSG00000237911";"ENSG00000237911";"SRP68P3"
"34511";"ENSG00000237913";"ENSG00000237913";"FTLP19"
"34512";"ENSG00000237914";"ENSG00000237914";"SIRPG-AS1"
"34513";"ENSG00000237916";"ENSG00000237916";"RPL37P12"
"34514";"ENSG00000237917";"ENSG00000237917";"PARP4P1"
"34515";"ENSG00000237919";"ENSG00000237919";"LRRC7-AS1"
"34516";"ENSG00000237920";"ENSG00000237920";"ENSG00000237920"
"34517";"ENSG00000237921";"ENSG00000237921";"ENSG00000237921"
"34518";"ENSG00000237922";"ENSG00000237922";"ENSG00000237922"
"34519";"ENSG00000237923";"ENSG00000237923";"LINC02570"
"34520";"ENSG00000237924";"ENSG00000237924";"RPL21P112"
"34521";"ENSG00000237926";"ENSG00000237926";"ENSG00000237926"
"34522";"ENSG00000237927";"ENSG00000237927";"ENSG00000237927"
"34523";"ENSG00000237928";"ENSG00000237928";"NFIA-AS2"
"34524";"ENSG00000237929";"ENSG00000237929";"RPL31P3"
"34525";"ENSG00000237930";"ENSG00000237930";"RPL31P14"
"34526";"ENSG00000237931";"ENSG00000237931";"CLIC4P3"
"34527";"ENSG00000237934";"ENSG00000237934";"ENSG00000237934"
"34528";"ENSG00000237936";"ENSG00000237936";"ENSG00000237936"
"34529";"ENSG00000237937";"ENSG00000237937";"LINC02702"
"34530";"ENSG00000237938";"ENSG00000237938";"ENSG00000237938"
"34531";"ENSG00000237939";"ENSG00000237939";"IDI1P1"
"34532";"ENSG00000237940";"ENSG00000237940";"LINC01238"
"34533";"ENSG00000237941";"ENSG00000237941";"KCNQ1DN"
"34534";"ENSG00000237943";"ENSG00000237943";"PRKCQ-AS1"
"34535";"ENSG00000237945";"ENSG00000237945";"LINC00649"
"34536";"ENSG00000237947";"ENSG00000237947";"ENSG00000237947"
"34537";"ENSG00000237948";"ENSG00000237948";"MTATP6P20"
"34538";"ENSG00000237949";"ENSG00000237949";"LINC00844"
"34539";"ENSG00000237950";"ENSG00000237950";"ENSG00000237950"
"34540";"ENSG00000237951";"ENSG00000237951";"PPIL1P1"
"34541";"ENSG00000237952";"ENSG00000237952";"RPL7AP73"
"34542";"ENSG00000237953";"ENSG00000237953";"RPS13P5"
"34543";"ENSG00000237954";"ENSG00000237954";"ENSG00000237954"
"34544";"ENSG00000237955";"ENSG00000237955";"ENSG00000237955"
"34545";"ENSG00000237956";"ENSG00000237956";"TRIAP1P1"
"34546";"ENSG00000237957";"ENSG00000237957";"CT47A5"
"34547";"ENSG00000237959";"ENSG00000237959";"RPL36AP10"
"34548";"ENSG00000237961";"ENSG00000237961";"ENSG00000237961"
"34549";"ENSG00000237963";"ENSG00000237963";"PRXL2CP1"
"34550";"ENSG00000237964";"ENSG00000237964";"RAD52P1"
"34551";"ENSG00000237968";"ENSG00000237968";"ENSG00000237968"
"34552";"ENSG00000237970";"ENSG00000237970";"TMEM161BP1"
"34553";"ENSG00000237971";"ENSG00000237971";"ENSG00000237971"
"34554";"ENSG00000237972";"ENSG00000237972";"TUBG1P"
"34555";"ENSG00000237973";"ENSG00000237973";"MTCO1P12"
"34556";"ENSG00000237974";"ENSG00000237974";"ENSG00000237974"
"34557";"ENSG00000237975";"ENSG00000237975";"FLG-AS1"
"34558";"ENSG00000237976";"ENSG00000237976";"RFX5-AS1"
"34559";"ENSG00000237977";"ENSG00000237977";"EIF4HP2"
"34560";"ENSG00000237978";"ENSG00000237978";"KCNMB2-AS1"
"34561";"ENSG00000237979";"ENSG00000237979";"DNAJB12P1"
"34562";"ENSG00000237980";"ENSG00000237980";"LINC02773"
"34563";"ENSG00000237982";"ENSG00000237982";"ENSG00000237982"
"34564";"ENSG00000237984";"ENSG00000237984";"PTENP1"
"34565";"ENSG00000237986";"ENSG00000237986";"CELF2-AS2"
"34566";"ENSG00000237987";"ENSG00000237987";"ENSG00000237987"
"34567";"ENSG00000237988";"ENSG00000237988";"OR2I1P"
"34568";"ENSG00000237989";"ENSG00000237989";"LINC01679"
"34569";"ENSG00000237990";"ENSG00000237990";"CNTN4-AS1"
"34570";"ENSG00000237991";"ENSG00000237991";"RPL35P1"
"34571";"ENSG00000237992";"ENSG00000237992";"LINC01808"
"34572";"ENSG00000237993";"ENSG00000237993";"ENSG00000237993"
"34573";"ENSG00000237994";"ENSG00000237994";"ENSG00000237994"
"34574";"ENSG00000237997";"ENSG00000237997";"RCC2P2"
"34575";"ENSG00000237999";"ENSG00000237999";"ACTG1P19"
"34576";"ENSG00000238000";"ENSG00000238000";"PSME2P1"
"34577";"ENSG00000238001";"ENSG00000238001";"SNRPCP1"
"34578";"ENSG00000238002";"ENSG00000238002";"NPAP1P6"
"34579";"ENSG00000238003";"ENSG00000238003";"RPL10P4"
"34580";"ENSG00000238004";"ENSG00000238004";"ENSG00000238004"
"34581";"ENSG00000238005";"ENSG00000238005";"ENSG00000238005"
"34582";"ENSG00000238007";"ENSG00000238007";"ENSG00000238007"
"34583";"ENSG00000238008";"ENSG00000238008";"COX6CP10"
"34584";"ENSG00000238009";"ENSG00000238009";"ENSG00000238009"
"34585";"ENSG00000238010";"ENSG00000238010";"ENSG00000238010"
"34586";"ENSG00000238012";"ENSG00000238012";"ENSG00000238012"
"34587";"ENSG00000238013";"ENSG00000238013";"ENSG00000238013"
"34588";"ENSG00000238015";"ENSG00000238015";"ENSG00000238015"
"34589";"ENSG00000238018";"ENSG00000238018";"ENSG00000238018"
"34590";"ENSG00000238019";"ENSG00000238019";"ENSG00000238019"
"34591";"ENSG00000238020";"ENSG00000238020";"HTR3E-AS1"
"34592";"ENSG00000238021";"ENSG00000238021";"ODAD2P1"
"34593";"ENSG00000238022";"ENSG00000238022";"LMX1A-AS1"
"34594";"ENSG00000238024";"ENSG00000238024";"DDX39BP2"
"34595";"ENSG00000238025";"ENSG00000238025";"ZDHHC4P1"
"34596";"ENSG00000238026";"ENSG00000238026";"ENSG00000238026"
"34597";"ENSG00000238029";"ENSG00000238029";"RALBP1P2"
"34598";"ENSG00000238031";"ENSG00000238031";"ENSG00000238031"
"34599";"ENSG00000238032";"ENSG00000238032";"S100A11P5"
"34600";"ENSG00000238034";"ENSG00000238034";"ENSG00000238034"
"34601";"ENSG00000238035";"ENSG00000238035";"ENSG00000238035"
"34602";"ENSG00000238037";"ENSG00000238037";"OOSP1P1"
"34603";"ENSG00000238038";"ENSG00000238038";"ATP6V0E1P3"
"34604";"ENSG00000238039";"ENSG00000238039";"ENSG00000238039"
"34605";"ENSG00000238040";"ENSG00000238040";"SALL4P2"
"34606";"ENSG00000238041";"ENSG00000238041";"TMEM230P2"
"34607";"ENSG00000238042";"ENSG00000238042";"LINC02257"
"34608";"ENSG00000238043";"ENSG00000238043";"ENSG00000238043"
"34609";"ENSG00000238045";"ENSG00000238045";"ENSG00000238045"
"34610";"ENSG00000238046";"ENSG00000238046";"MTND5P22"
"34611";"ENSG00000238047";"ENSG00000238047";"MTND1P30"
"34612";"ENSG00000238048";"ENSG00000238048";"ART2P"
"34613";"ENSG00000238049";"ENSG00000238049";"ENSG00000238049"
"34614";"ENSG00000238051";"ENSG00000238051";"ISCUP1"
"34615";"ENSG00000238054";"ENSG00000238054";"ENSG00000238054"
"34616";"ENSG00000238055";"ENSG00000238055";"ENSG00000238055"
"34617";"ENSG00000238057";"ENSG00000238057";"ZEB2-AS1"
"34618";"ENSG00000238058";"ENSG00000238058";"ENSG00000238058"
"34619";"ENSG00000238059";"ENSG00000238059";"HSPE1P21"
"34620";"ENSG00000238061";"ENSG00000238061";"ENSG00000238061"
"34621";"ENSG00000238062";"ENSG00000238062";"SPATA3-AS1"
"34622";"ENSG00000238063";"ENSG00000238063";"LINC01685"
"34623";"ENSG00000238065";"ENSG00000238065";"LRRC57P1"
"34624";"ENSG00000238066";"ENSG00000238066";"ENSG00000238066"
"34625";"ENSG00000238067";"ENSG00000238067";"XKRYP1"
"34626";"ENSG00000238069";"ENSG00000238069";"RPLP0P7"
"34627";"ENSG00000238072";"ENSG00000238072";"CDC26P1"
"34628";"ENSG00000238073";"ENSG00000238073";"RBMY2HP"
"34629";"ENSG00000238074";"ENSG00000238074";"TSPY9P"
"34630";"ENSG00000238075";"ENSG00000238075";"RPSAP32"
"34631";"ENSG00000238076";"ENSG00000238076";"MRPL48P1"
"34632";"ENSG00000238077";"ENSG00000238077";"NMNAT1P3"
"34633";"ENSG00000238078";"ENSG00000238078";"LINC01352"
"34634";"ENSG00000238079";"ENSG00000238079";"ENSG00000238079"
"34635";"ENSG00000238081";"ENSG00000238081";"ENSG00000238081"
"34636";"ENSG00000238082";"ENSG00000238082";"NUDCP2"
"34637";"ENSG00000238083";"ENSG00000238083";"LRRC37A2"
"34638";"ENSG00000238084";"ENSG00000238084";"ENSG00000238084"
"34639";"ENSG00000238085";"ENSG00000238085";"ENSG00000238085"
"34640";"ENSG00000238086";"ENSG00000238086";"PPP1R26P1"
"34641";"ENSG00000238087";"ENSG00000238087";"FMO8P"
"34642";"ENSG00000238088";"ENSG00000238088";"OFD1P7Y"
"34643";"ENSG00000238090";"ENSG00000238090";"ENSG00000238090"
"34644";"ENSG00000238092";"ENSG00000238092";"CEACAMP6"
"34645";"ENSG00000238094";"ENSG00000238094";"ENSG00000238094"
"34646";"ENSG00000238097";"ENSG00000238097";"LINC02037"
"34647";"ENSG00000238098";"ENSG00000238098";"ABCA17P"
"34648";"ENSG00000238099";"ENSG00000238099";"LINC01625"
"34649";"ENSG00000238102";"ENSG00000238102";"ENSG00000238102"
"34650";"ENSG00000238103";"ENSG00000238103";"RPL9P7"
"34651";"ENSG00000238105";"ENSG00000238105";"GOLGA2P5"
"34652";"ENSG00000238107";"ENSG00000238107";"LINC02806"
"34653";"ENSG00000238108";"ENSG00000238108";"ENSG00000238108"
"34654";"ENSG00000238109";"ENSG00000238109";"RNF14P3"
"34655";"ENSG00000238110";"ENSG00000238110";"ENSG00000238110"
"34656";"ENSG00000238111";"ENSG00000238111";"RPS13P4"
"34657";"ENSG00000238113";"ENSG00000238113";"LINC01410"
"34658";"ENSG00000238116";"ENSG00000238116";"RAD21P1"
"34659";"ENSG00000238117";"ENSG00000238117";"ENSG00000238117"
"34660";"ENSG00000238118";"ENSG00000238118";"SLC25A24P2"
"34661";"ENSG00000238120";"ENSG00000238120";"LINC01589"
"34662";"ENSG00000238121";"ENSG00000238121";"LINC00426"
"34663";"ENSG00000238122";"ENSG00000238122";"ENSG00000238122"
"34664";"ENSG00000238123";"ENSG00000238123";"MID1IP1-AS1"
"34665";"ENSG00000238124";"ENSG00000238124";"ENSG00000238124"
"34666";"ENSG00000238125";"ENSG00000238125";"SLC9A3P2"
"34667";"ENSG00000238129";"ENSG00000238129";"ENSG00000238129"
"34668";"ENSG00000238131";"ENSG00000238131";"LINC02854"
"34669";"ENSG00000238132";"ENSG00000238132";"GOLM2P1"
"34670";"ENSG00000238133";"ENSG00000238133";"MAP3K20-AS1"
"34671";"ENSG00000238135";"ENSG00000238135";"USP9YP10"
"34672";"ENSG00000238137";"ENSG00000238137";"ARPC3P2"
"34673";"ENSG00000238138";"ENSG00000238138";"ENSG00000238138"
"34674";"ENSG00000238139";"ENSG00000238139";"ENSG00000238139"
"34675";"ENSG00000238140";"ENSG00000238140";"ENSG00000238140"
"34676";"ENSG00000238141";"ENSG00000238141";"BRWD1-AS1"
"34677";"ENSG00000238142";"ENSG00000238142";"ENSG00000238142"
"34678";"ENSG00000238143";"ENSG00000238143";"ENSG00000238143"
"34679";"ENSG00000238145";"ENSG00000238145";"TUBAP8"
"34680";"ENSG00000238149";"ENSG00000238149";"ENSG00000238149"
"34681";"ENSG00000238150";"ENSG00000238150";"ENSG00000238150"
"34682";"ENSG00000238151";"ENSG00000238151";"MLLT10P1"
"34683";"ENSG00000238152";"ENSG00000238152";"OR7E140P"
"34684";"ENSG00000238153";"ENSG00000238153";"ENSG00000238153"
"34685";"ENSG00000238154";"ENSG00000238154";"USP9YP4"
"34686";"ENSG00000238156";"ENSG00000238156";"ENSG00000238156"
"34687";"ENSG00000238158";"ENSG00000238158";"ENSG00000238158"
"34688";"ENSG00000238160";"ENSG00000238160";"LINC02863"
"34689";"ENSG00000238161";"ENSG00000238161";"OR7E117P"
"34690";"ENSG00000238162";"ENSG00000238162";"ENSG00000238162"
"34691";"ENSG00000238164";"ENSG00000238164";"TNFRSF14-AS1"
"34692";"ENSG00000238165";"ENSG00000238165";"ENSG00000238165"
"34693";"ENSG00000238166";"ENSG00000238166";"ENSG00000238166"
"34694";"ENSG00000238168";"ENSG00000238168";"IFITM3P5"
"34695";"ENSG00000238169";"ENSG00000238169";"LINC01053"
"34696";"ENSG00000238171";"ENSG00000238171";"ENSG00000238171"
"34697";"ENSG00000238172";"ENSG00000238172";"RPS2P35"
"34698";"ENSG00000238173";"ENSG00000238173";"RPL39P6"
"34699";"ENSG00000238176";"ENSG00000238176";"ENSG00000238176"
"34700";"ENSG00000238178";"ENSG00000238178";"ENSG00000238178"
"34701";"ENSG00000238180";"ENSG00000238180";"RPL21P34"
"34702";"ENSG00000238181";"ENSG00000238181";"AHCYP2"
"34703";"ENSG00000238183";"ENSG00000238183";"RPS27P5"
"34704";"ENSG00000238184";"ENSG00000238184";"CD81-AS1"
"34705";"ENSG00000238185";"ENSG00000238185";"ENSG00000238185"
"34706";"ENSG00000238186";"ENSG00000238186";"ENSG00000238186"
"34707";"ENSG00000238188";"ENSG00000238188";"SPRING1P2"
"34708";"ENSG00000238189";"ENSG00000238189";"ENOX1-AS2"
"34709";"ENSG00000238190";"ENSG00000238190";"HMGB1P15"
"34710";"ENSG00000238191";"ENSG00000238191";"CLUHP1"
"34711";"ENSG00000238192";"ENSG00000238192";"ENSG00000238192"
"34712";"ENSG00000238193";"ENSG00000238193";"HADHBP1"
"34713";"ENSG00000238194";"ENSG00000238194";"PHACTR3-AS1"
"34714";"ENSG00000238195";"ENSG00000238195";"ENSG00000238195"
"34715";"ENSG00000238197";"ENSG00000238197";"PAXBP1-AS1"
"34716";"ENSG00000238198";"ENSG00000238198";"LRIG2-DT"
"34717";"ENSG00000238199";"ENSG00000238199";"UBE2V2P3"
"34718";"ENSG00000238200";"ENSG00000238200";"MGAT2P2"
"34719";"ENSG00000238201";"ENSG00000238201";"ENSG00000238201"
"34720";"ENSG00000238202";NA;"ENSG00000238202"
"34721";"ENSG00000238205";"ENSG00000238205";"MPC1L"
"34722";"ENSG00000238207";"ENSG00000238207";"ENSG00000238207"
"34723";"ENSG00000238210";"ENSG00000238210";"ETDA"
"34724";"ENSG00000238211";"ENSG00000238211";"POLR2LP1"
"34725";"ENSG00000238212";"ENSG00000238212";"LINC02096"
"34726";"ENSG00000238213";"ENSG00000238213";"TARDBPP2"
"34727";"ENSG00000238215";"ENSG00000238215";"ENSG00000238215"
"34728";"ENSG00000238217";"ENSG00000238217";"LINC01877"
"34729";"ENSG00000238220";"ENSG00000238220";"ENSG00000238220"
"34730";"ENSG00000238221";"ENSG00000238221";"ENSG00000238221"
"34731";"ENSG00000238222";"ENSG00000238222";"MKRN4P"
"34732";"ENSG00000238223";"ENSG00000238223";"ENSG00000238223"
"34733";"ENSG00000238224";"ENSG00000238224";"ENSG00000238224"
"34734";"ENSG00000238225";"ENSG00000238225";"CRIP1P2"
